"","time","time_month","time_week","car","renter","score_numeric","score","source"
"36166","2020-03-08",3,10,2895,26920,5,"STRONG_POSITIVE","ANDROID"
"36167","2020-03-07",3,10,2895,22384,2,"WEAK_NEGATIVE","IOS"
"36168","2020-01-30",1,5,2896,44864,5,"STRONG_POSITIVE","ANDROID"
"36169","2020-01-01",1,1,2897,14637,5,"STRONG_POSITIVE","IOS"
"36170","2020-05-28",5,22,2897,13572,5,"STRONG_POSITIVE","IOS"
"36171","2020-01-02",1,1,2897,4728,5,"STRONG_POSITIVE","IOS"
"36172","2020-01-21",1,3,2897,4285,5,"STRONG_POSITIVE","IOS"
"36173","2020-02-08",2,6,2898,16575,5,"STRONG_POSITIVE","IOS"
"36174","2020-02-16",2,7,2898,12622,5,"STRONG_POSITIVE","IOS"
"36175","2020-02-25",2,8,2898,14027,5,"STRONG_POSITIVE","IOS"
"36176","2020-05-14",5,20,2898,26304,5,"STRONG_POSITIVE","ANDROID"
"36177","2020-02-07",2,6,2898,2881,5,"STRONG_POSITIVE","IOS"
"36178","2020-05-10",5,19,2898,32978,5,"STRONG_POSITIVE","IOS"
"36179","2020-02-22",2,8,2898,47979,5,"STRONG_POSITIVE","IOS"
"36180","2020-05-08",5,19,2898,24198,5,"STRONG_POSITIVE","IOS"
"36181","2020-02-24",2,8,2898,18790,5,"STRONG_POSITIVE","IOS"
"36182","2020-03-06",3,10,2898,26740,5,"STRONG_POSITIVE","IOS"
"36183","2020-03-15",3,11,2898,37640,5,"STRONG_POSITIVE","IOS"
"36184","2020-01-12",1,2,2898,48768,5,"STRONG_POSITIVE","IOS"
"36185","2020-03-12",3,11,2898,28262,5,"STRONG_POSITIVE","IOS"
"36186","2020-03-03",3,9,2898,44782,5,"STRONG_POSITIVE","IOS"
"36187","2020-02-18",2,7,2898,42851,5,"STRONG_POSITIVE","IOS"
"36188","2020-03-13",3,11,2898,28262,5,"STRONG_POSITIVE","IOS"
"36189","2020-03-02",3,9,2898,43492,5,"STRONG_POSITIVE","IOS"
"36190","2020-03-11",3,11,2898,32165,5,"STRONG_POSITIVE","ANDROID"
"36191","2020-01-11",1,2,2898,12792,5,"STRONG_POSITIVE","IOS"
"36192","2020-05-23",5,21,2899,12904,5,"STRONG_POSITIVE","IOS"
"36193","2020-05-31",5,22,2899,32978,4,"WEAK_POSITIVE","IOS"
"36194","2020-05-24",5,21,2899,29267,5,"STRONG_POSITIVE","IOS"
"36195","2020-05-15",5,20,2899,48683,4,"WEAK_POSITIVE","IOS"
"36196","2020-05-26",5,21,2899,20001,5,"STRONG_POSITIVE","ANDROID"
"36197","2020-05-18",5,20,2899,29267,5,"STRONG_POSITIVE","IOS"
"36198","2020-01-07",1,1,2900,40489,5,"STRONG_POSITIVE","IOS"
"36199","2020-03-15",3,11,2901,16516,5,"STRONG_POSITIVE","IOS"
"36200","2020-02-17",2,7,2901,10494,4,"WEAK_POSITIVE","IOS"
"36201","2020-02-18",2,7,2901,10494,4,"WEAK_POSITIVE","IOS"
"36202","2020-05-26",5,21,2901,31168,5,"STRONG_POSITIVE","IOS"
"36203","2020-02-09",2,6,2901,8199,5,"STRONG_POSITIVE","IOS"
"36204","2020-02-18",2,7,2901,16516,5,"STRONG_POSITIVE","IOS"
"36205","2020-05-16",5,20,2901,29326,4,"WEAK_POSITIVE","IOS"
"36206","2020-02-22",2,8,2901,43757,4,"WEAK_POSITIVE","IOS"
"36207","2020-01-17",1,3,2901,33912,5,"STRONG_POSITIVE","ANDROID"
"36208","2020-03-19",3,12,2901,34710,5,"STRONG_POSITIVE","IOS"
"36209","2020-04-05",4,14,2901,8863,5,"STRONG_POSITIVE","IOS"
"36210","2020-05-11",5,19,2901,11404,5,"STRONG_POSITIVE","IOS"
"36211","2020-05-30",5,22,2901,24744,5,"STRONG_POSITIVE","ANDROID"
"36212","2020-03-14",3,11,2901,20567,5,"STRONG_POSITIVE","IOS"
"36213","2020-03-14",3,11,2901,23416,5,"STRONG_POSITIVE","ANDROID"
"36214","2020-04-02",4,14,2901,11404,5,"STRONG_POSITIVE","IOS"
"36215","2020-01-11",1,2,2901,5025,5,"STRONG_POSITIVE","IOS"
"36216","2020-05-23",5,21,2901,34099,5,"STRONG_POSITIVE","ANDROID"
"36217","2020-02-10",2,6,2901,7065,5,"STRONG_POSITIVE","ANDROID"
"36218","2020-01-02",1,1,2901,24744,5,"STRONG_POSITIVE","ANDROID"
"36219","2020-02-27",2,9,2901,10494,5,"STRONG_POSITIVE","WEB"
"36220","2020-05-14",5,20,2901,11404,5,"STRONG_POSITIVE","IOS"
"36221","2020-02-14",2,7,2901,33912,5,"STRONG_POSITIVE","IOS"
"36222","2020-03-23",3,12,2901,34710,5,"STRONG_POSITIVE","IOS"
"36223","2020-03-19",3,12,2901,21198,5,"STRONG_POSITIVE","ANDROID"
"36224","2020-02-15",2,7,2901,48824,5,"STRONG_POSITIVE","IOS"
"36225","2020-02-13",2,7,2901,5025,5,"STRONG_POSITIVE","IOS"
"36226","2020-01-24",1,4,2901,15499,4,"WEAK_POSITIVE","IOS"
"36227","2020-05-16",5,20,2901,1146,5,"STRONG_POSITIVE","ANDROID"
"36228","2020-02-17",2,7,2901,23416,5,"STRONG_POSITIVE","ANDROID"
"36229","2020-02-09",2,6,2902,39360,1,"STRONG_NEGATIVE","IOS"
"36230","2020-03-20",3,12,2902,29281,2,"WEAK_NEGATIVE","ANDROID"
"36231","2020-02-02",2,5,2902,41390,5,"STRONG_POSITIVE","IOS"
"36232","2020-01-19",1,3,2902,33414,5,"STRONG_POSITIVE","IOS"
"36233","2020-03-09",3,10,2902,27963,5,"STRONG_POSITIVE","IOS"
"36234","2020-02-10",2,6,2903,21787,5,"STRONG_POSITIVE","IOS"
"36235","2020-02-18",2,7,2903,44157,5,"STRONG_POSITIVE","IOS"
"36236","2020-05-06",5,19,2903,33011,5,"STRONG_POSITIVE","IOS"
"36237","2020-03-14",3,11,2903,20405,1,"STRONG_NEGATIVE","IOS"
"36238","2020-03-08",3,10,2903,27542,3,"NEUTRAL","IOS"
"36239","2020-02-25",2,8,2903,36558,4,"WEAK_POSITIVE","IOS"
"36240","2020-03-20",3,12,2903,19647,3,"NEUTRAL","ANDROID"
"36241","2020-04-20",4,16,2903,22672,5,"STRONG_POSITIVE","IOS"
"36242","2020-03-13",3,11,2903,19647,5,"STRONG_POSITIVE","ANDROID"
"36243","2020-04-05",4,14,2904,10617,3,"NEUTRAL","IOS"
"36244","2020-01-10",1,2,2904,26241,1,"STRONG_NEGATIVE","ANDROID"
"36245","2020-03-25",3,13,2904,10617,4,"WEAK_POSITIVE","IOS"
"36246","2020-02-01",2,5,2904,41035,5,"STRONG_POSITIVE","IOS"
"36247","2020-04-10",4,15,2904,10617,1,"STRONG_NEGATIVE","IOS"
"36248","2020-01-05",1,1,2904,18216,3,"NEUTRAL","IOS"
"36249","2020-02-02",2,5,2904,44105,5,"STRONG_POSITIVE","IOS"
"36250","2020-01-08",1,2,2904,1081,5,"STRONG_POSITIVE","ANDROID"
"36251","2020-03-17",3,11,2904,19454,5,"STRONG_POSITIVE","IOS"
"36252","2020-01-08",1,2,2905,47331,5,"STRONG_POSITIVE","IOS"
"36253","2020-03-11",3,11,2905,12911,5,"STRONG_POSITIVE","WEB"
"36254","2020-03-15",3,11,2905,15004,5,"STRONG_POSITIVE","WEB"
"36255","2020-04-03",4,14,2905,12911,5,"STRONG_POSITIVE","ANDROID"
"36256","2020-05-15",5,20,2905,39350,5,"STRONG_POSITIVE","IOS"
"36257","2020-01-25",1,4,2906,35104,4,"WEAK_POSITIVE","IOS"
"36258","2020-02-02",2,5,2906,18435,1,"STRONG_NEGATIVE","IOS"
"36259","2020-02-18",2,7,2906,2138,4,"WEAK_POSITIVE","ANDROID"
"36260","2020-02-04",2,5,2906,17285,4,"WEAK_POSITIVE","IOS"
"36261","2020-02-16",2,7,2906,15020,4,"WEAK_POSITIVE","IOS"
"36262","2020-03-11",3,11,2907,39305,4,"WEAK_POSITIVE","IOS"
"36263","2020-03-30",3,13,2907,23657,5,"STRONG_POSITIVE","IOS"
"36264","2020-03-22",3,12,2908,12718,5,"STRONG_POSITIVE","ANDROID"
"36265","2020-01-29",1,5,2908,27879,5,"STRONG_POSITIVE","ANDROID"
"36266","2020-03-10",3,10,2908,43194,5,"STRONG_POSITIVE","ANDROID"
"36267","2020-03-02",3,9,2909,28418,5,"STRONG_POSITIVE","IOS"
"36268","2020-01-09",1,2,2909,45447,4,"WEAK_POSITIVE","ANDROID"
"36269","2020-01-05",1,1,2909,45447,5,"STRONG_POSITIVE","ANDROID"
"36270","2020-02-28",2,9,2909,44270,4,"WEAK_POSITIVE","IOS"
"36271","2020-02-19",2,8,2909,37646,5,"STRONG_POSITIVE","ANDROID"
"36272","2020-02-25",2,8,2909,28418,5,"STRONG_POSITIVE","IOS"
"36273","2020-01-10",1,2,2909,45447,5,"STRONG_POSITIVE","ANDROID"
"36274","2020-03-04",3,10,2909,37646,1,"STRONG_NEGATIVE","ANDROID"
"36275","2020-05-18",5,20,2909,17443,5,"STRONG_POSITIVE","IOS"
"36276","2020-03-05",3,10,2909,23244,5,"STRONG_POSITIVE","IOS"
"36277","2020-02-21",2,8,2909,37646,5,"STRONG_POSITIVE","ANDROID"
"36278","2020-04-28",4,17,2909,31958,5,"STRONG_POSITIVE","ANDROID"
"36279","2020-05-25",5,21,2909,32599,2,"WEAK_NEGATIVE","ANDROID"
"36280","2020-02-15",2,7,2909,37646,5,"STRONG_POSITIVE","ANDROID"
"36281","2020-05-23",5,21,2909,11927,5,"STRONG_POSITIVE","IOS"
"36282","2020-01-01",1,1,2909,10089,4,"WEAK_POSITIVE","ANDROID"
"36283","2020-01-01",1,1,2909,23244,4,"WEAK_POSITIVE","IOS"
"36284","2020-02-27",2,9,2909,44270,4,"WEAK_POSITIVE","IOS"
"36285","2020-01-07",1,1,2909,35295,2,"WEAK_NEGATIVE","IOS"
"36286","2020-01-09",1,2,2909,29079,4,"WEAK_POSITIVE","IOS"
"36287","2020-05-30",5,22,2909,19125,2,"WEAK_NEGATIVE","ANDROID"
"36288","2020-02-25",2,8,2909,19119,5,"STRONG_POSITIVE","IOS"
"36289","2020-01-03",1,1,2909,35295,4,"WEAK_POSITIVE","IOS"
"36290","2020-03-30",3,13,2909,22039,1,"STRONG_NEGATIVE","ANDROID"
"36291","2020-03-29",3,13,2909,17443,5,"STRONG_POSITIVE","IOS"
"36292","2020-03-05",3,10,2909,36636,4,"WEAK_POSITIVE","IOS"
"36293","2020-05-29",5,22,2909,29018,4,"WEAK_POSITIVE","IOS"
"36294","2020-01-06",1,1,2909,29079,4,"WEAK_POSITIVE","IOS"
"36295","2020-02-10",2,6,2909,37646,5,"STRONG_POSITIVE","ANDROID"
"36296","2020-05-23",5,21,2909,44665,1,"STRONG_NEGATIVE","IOS"
"36297","2020-01-04",1,1,2909,23244,4,"WEAK_POSITIVE","IOS"
"36298","2020-02-20",2,8,2909,19119,5,"STRONG_POSITIVE","IOS"
"36299","2020-02-22",2,8,2909,44270,4,"WEAK_POSITIVE","IOS"
"36300","2020-01-09",1,2,2909,35535,1,"STRONG_NEGATIVE","IOS"
"36301","2020-01-11",1,2,2909,20607,5,"STRONG_POSITIVE","IOS"
"36302","2020-03-23",3,12,2909,43042,5,"STRONG_POSITIVE","IOS"
"36303","2020-05-04",5,18,2909,25719,5,"STRONG_POSITIVE","ANDROID"
"36304","2020-04-20",4,16,2909,43924,3,"NEUTRAL","IOS"
"36305","2020-02-10",2,6,2909,20248,4,"WEAK_POSITIVE","IOS"
"36306","2020-03-14",3,11,2909,47316,4,"WEAK_POSITIVE","IOS"
"36307","2020-02-17",2,7,2909,43529,5,"STRONG_POSITIVE","IOS"
"36308","2020-03-02",3,9,2909,44270,4,"WEAK_POSITIVE","IOS"
"36309","2020-05-22",5,21,2909,31844,5,"STRONG_POSITIVE","IOS"
"36310","2020-01-10",1,2,2909,21921,4,"WEAK_POSITIVE","IOS"
"36311","2020-01-11",1,2,2909,42510,5,"STRONG_POSITIVE","ANDROID"
"36312","2020-02-11",2,6,2909,37646,5,"STRONG_POSITIVE","ANDROID"
"36313","2020-04-24",4,17,2909,13859,3,"NEUTRAL","IOS"
"36314","2020-04-26",4,17,2909,31958,5,"STRONG_POSITIVE","ANDROID"
"36315","2020-04-15",4,16,2909,13732,1,"STRONG_NEGATIVE","ANDROID"
"36316","2020-01-29",1,5,2909,29679,5,"STRONG_POSITIVE","IOS"
"36317","2020-01-07",1,1,2909,45447,4,"WEAK_POSITIVE","ANDROID"
"36318","2020-02-23",2,8,2910,17628,5,"STRONG_POSITIVE","IOS"
"36319","2020-02-27",2,9,2910,45349,5,"STRONG_POSITIVE","IOS"
"36320","2020-03-25",3,13,2911,43677,1,"STRONG_NEGATIVE","IOS"
"36321","2020-02-27",2,9,2911,48209,5,"STRONG_POSITIVE","ANDROID"
"36322","2020-01-19",1,3,2912,32077,5,"STRONG_POSITIVE","IOS"
"36323","2020-01-12",1,2,2912,48701,5,"STRONG_POSITIVE","ANDROID"
"36324","2020-04-03",4,14,2912,33224,4,"WEAK_POSITIVE","ANDROID"
"36325","2020-02-05",2,6,2912,26982,5,"STRONG_POSITIVE","ANDROID"
"36326","2020-01-23",1,4,2912,11863,5,"STRONG_POSITIVE","IOS"
"36327","2020-03-01",3,9,2912,35778,5,"STRONG_POSITIVE","IOS"
"36328","2020-02-14",2,7,2912,35778,5,"STRONG_POSITIVE","IOS"
"36329","2020-02-16",2,7,2912,35778,5,"STRONG_POSITIVE","IOS"
"36330","2020-01-19",1,3,2912,17510,5,"STRONG_POSITIVE","ANDROID"
"36331","2020-03-18",3,12,2912,35778,5,"STRONG_POSITIVE","IOS"
"36332","2020-01-06",1,1,2912,30141,4,"WEAK_POSITIVE","IOS"
"36333","2020-01-04",1,1,2912,33022,5,"STRONG_POSITIVE","IOS"
"36334","2020-01-11",1,2,2912,39890,5,"STRONG_POSITIVE","ANDROID"
"36335","2020-02-23",2,8,2912,17750,5,"STRONG_POSITIVE","IOS"
"36336","2020-02-29",2,9,2912,11907,5,"STRONG_POSITIVE","IOS"
"36337","2020-02-04",2,5,2912,14064,5,"STRONG_POSITIVE","IOS"
"36338","2020-03-08",3,10,2912,35778,5,"STRONG_POSITIVE","IOS"
"36339","2020-02-05",2,6,2912,18841,5,"STRONG_POSITIVE","IOS"
"36340","2020-05-30",5,22,2912,22737,5,"STRONG_POSITIVE","ANDROID"
"36341","2020-02-17",2,7,2912,35778,5,"STRONG_POSITIVE","IOS"
"36342","2020-01-05",1,1,2912,30141,4,"WEAK_POSITIVE","IOS"
"36343","2020-01-03",1,1,2912,15839,5,"STRONG_POSITIVE","IOS"
"36344","2020-01-18",1,3,2912,10913,5,"STRONG_POSITIVE","ANDROID"
"36345","2020-01-20",1,3,2912,17510,5,"STRONG_POSITIVE","ANDROID"
"36346","2020-02-09",2,6,2912,22461,5,"STRONG_POSITIVE","ANDROID"
"36347","2020-01-11",1,2,2912,38431,5,"STRONG_POSITIVE","IOS"
"36348","2020-02-27",2,9,2912,35778,5,"STRONG_POSITIVE","IOS"
"36349","2020-02-08",2,6,2912,45160,5,"STRONG_POSITIVE","IOS"
"36350","2020-01-07",1,1,2912,26982,5,"STRONG_POSITIVE","ANDROID"
"36351","2020-03-05",3,10,2912,35778,5,"STRONG_POSITIVE","IOS"
"36352","2020-01-13",1,2,2912,41296,5,"STRONG_POSITIVE","ANDROID"
"36353","2020-02-22",2,8,2912,35778,5,"STRONG_POSITIVE","IOS"
"36354","2020-02-11",2,6,2912,16645,4,"WEAK_POSITIVE","ANDROID"
"36355","2020-01-16",1,3,2912,26982,5,"STRONG_POSITIVE","ANDROID"
"36356","2020-01-05",1,1,2912,48701,5,"STRONG_POSITIVE","ANDROID"
"36357","2020-01-24",1,4,2912,16433,4,"WEAK_POSITIVE","IOS"
"36358","2020-02-14",2,7,2912,35778,5,"STRONG_POSITIVE","IOS"
"36359","2020-01-24",1,4,2912,43589,4,"WEAK_POSITIVE","IOS"
"36360","2020-02-21",2,8,2912,35778,5,"STRONG_POSITIVE","IOS"
"36361","2020-02-06",2,6,2912,30613,5,"STRONG_POSITIVE","IOS"
"36362","2020-02-05",2,6,2912,30613,5,"STRONG_POSITIVE","IOS"
"36363","2020-02-07",2,6,2913,47563,5,"STRONG_POSITIVE","ANDROID"
"36364","2020-02-05",2,6,2913,47563,5,"STRONG_POSITIVE","ANDROID"
"36365","2020-04-02",4,14,2913,47563,5,"STRONG_POSITIVE","ANDROID"
"36366","2020-03-04",3,10,2913,47563,5,"STRONG_POSITIVE","ANDROID"
"36367","2020-01-27",1,4,2913,25062,5,"STRONG_POSITIVE","ANDROID"
"36368","2020-02-24",2,8,2914,12547,5,"STRONG_POSITIVE","IOS"
"36369","2020-03-14",3,11,2914,47748,5,"STRONG_POSITIVE",""
"36370","2020-02-28",2,9,2914,27425,1,"STRONG_NEGATIVE","ANDROID"
"36371","2020-01-11",1,2,2914,5367,5,"STRONG_POSITIVE","IOS"
"36372","2020-01-01",1,1,2914,38865,5,"STRONG_POSITIVE","ANDROID"
"36373","2020-03-19",3,12,2914,37621,5,"STRONG_POSITIVE","IOS"
"36374","2020-01-03",1,1,2914,43904,1,"STRONG_NEGATIVE","IOS"
"36375","2020-01-28",1,4,2914,47740,5,"STRONG_POSITIVE","IOS"
"36376","2020-02-26",2,9,2914,12547,5,"STRONG_POSITIVE","IOS"
"36377","2020-01-13",1,2,2914,29793,5,"STRONG_POSITIVE","ANDROID"
"36378","2020-02-10",2,6,2914,45340,5,"STRONG_POSITIVE","ANDROID"
"36379","2020-01-15",1,3,2914,43874,4,"WEAK_POSITIVE","IOS"
"36380","2020-02-25",2,8,2914,22276,4,"WEAK_POSITIVE","ANDROID"
"36381","2020-03-14",3,11,2914,36996,5,"STRONG_POSITIVE","IOS"
"36382","2020-02-28",2,9,2914,30879,5,"STRONG_POSITIVE","IOS"
"36383","2020-02-29",2,9,2914,42221,5,"STRONG_POSITIVE","IOS"
"36384","2020-03-13",3,11,2914,34792,5,"STRONG_POSITIVE","IOS"
"36385","2020-03-08",3,10,2914,34220,5,"STRONG_POSITIVE","ANDROID"
"36386","2020-01-08",1,2,2914,43904,5,"STRONG_POSITIVE","IOS"
"36387","2020-01-17",1,3,2914,18493,4,"WEAK_POSITIVE","IOS"
"36388","2020-02-27",2,9,2914,33730,4,"WEAK_POSITIVE","IOS"
"36389","2020-03-07",3,10,2914,33730,5,"STRONG_POSITIVE","IOS"
"36390","2020-03-09",3,10,2914,12606,4,"WEAK_POSITIVE","ANDROID"
"36391","2020-01-04",1,1,2914,19457,5,"STRONG_POSITIVE","ANDROID"
"36392","2020-02-06",2,6,2914,40908,1,"STRONG_NEGATIVE","IOS"
"36393","2020-02-10",2,6,2914,39216,2,"WEAK_NEGATIVE","ANDROID"
"36394","2020-02-18",2,7,2914,48504,1,"STRONG_NEGATIVE","IOS"
"36395","2020-02-03",2,5,2914,36551,4,"WEAK_POSITIVE","IOS"
"36396","2020-01-29",1,5,2914,28664,4,"WEAK_POSITIVE","IOS"
"36397","2020-01-26",1,4,2914,30879,5,"STRONG_POSITIVE","IOS"
"36398","2020-02-23",2,8,2914,22453,5,"STRONG_POSITIVE","ANDROID"
"36399","2020-01-12",1,2,2914,47740,4,"WEAK_POSITIVE","IOS"
"36400","2020-03-07",3,10,2914,46199,5,"STRONG_POSITIVE","IOS"
"36401","2020-02-09",2,6,2914,46864,1,"STRONG_NEGATIVE","ANDROID"
"36402","2020-01-16",1,3,2914,43874,4,"WEAK_POSITIVE","IOS"
"36403","2020-02-07",2,6,2914,43172,5,"STRONG_POSITIVE","IOS"
"36404","2020-02-25",2,8,2914,27974,5,"STRONG_POSITIVE","ANDROID"
"36405","2020-01-27",1,4,2914,12903,5,"STRONG_POSITIVE","IOS"
"36406","2020-02-22",2,8,2914,13451,5,"STRONG_POSITIVE","IOS"
"36407","2020-01-05",1,1,2914,43814,1,"STRONG_NEGATIVE","ANDROID"
"36408","2020-01-17",1,3,2914,12903,5,"STRONG_POSITIVE","IOS"
"36409","2020-03-02",3,9,2914,44695,5,"STRONG_POSITIVE","IOS"
"36410","2020-01-21",1,3,2915,42782,5,"STRONG_POSITIVE","IOS"
"36411","2020-02-25",2,8,2915,6576,5,"STRONG_POSITIVE","IOS"
"36412","2020-01-18",1,3,2915,7353,5,"STRONG_POSITIVE","IOS"
"36413","2020-01-28",1,4,2915,20102,1,"STRONG_NEGATIVE","IOS"
"36414","2020-01-27",1,4,2915,32535,5,"STRONG_POSITIVE","IOS"
"36415","2020-01-12",1,2,2915,25184,5,"STRONG_POSITIVE","IOS"
"36416","2020-01-31",1,5,2915,36512,3,"NEUTRAL","IOS"
"36417","2020-01-13",1,2,2916,36266,5,"STRONG_POSITIVE","IOS"
"36418","2020-02-13",2,7,2916,41569,4,"WEAK_POSITIVE","IOS"
"36419","2020-01-25",1,4,2916,41452,5,"STRONG_POSITIVE","IOS"
"36420","2020-01-20",1,3,2916,30128,5,"STRONG_POSITIVE","IOS"
"36421","2020-02-21",2,8,2916,47430,5,"STRONG_POSITIVE","IOS"
"36422","2020-02-02",2,5,2916,37596,5,"STRONG_POSITIVE","IOS"
"36423","2020-02-23",2,8,2916,40600,5,"STRONG_POSITIVE","IOS"
"36424","2020-02-08",2,6,2916,28731,5,"STRONG_POSITIVE","ANDROID"
"36425","2020-02-23",2,8,2916,2280,5,"STRONG_POSITIVE","IOS"
"36426","2020-02-28",2,9,2916,3305,5,"STRONG_POSITIVE","IOS"
"36427","2020-03-13",3,11,2917,19294,2,"WEAK_NEGATIVE","ANDROID"
"36428","2020-04-13",4,15,2917,42596,3,"NEUTRAL","IOS"
"36429","2020-04-27",4,17,2917,25381,4,"WEAK_POSITIVE","IOS"
"36430","2020-03-30",3,13,2917,42596,5,"STRONG_POSITIVE","IOS"
"36431","2020-05-02",5,18,2917,29006,1,"STRONG_NEGATIVE","IOS"
"36432","2020-03-03",3,9,2917,4954,2,"WEAK_NEGATIVE","ANDROID"
"36433","2020-05-31",5,22,2917,4192,4,"WEAK_POSITIVE","ANDROID"
"36434","2020-04-10",4,15,2917,29452,4,"WEAK_POSITIVE","ANDROID"
"36435","2020-04-06",4,14,2917,42596,4,"WEAK_POSITIVE","IOS"
"36436","2020-05-22",5,21,2917,2706,5,"STRONG_POSITIVE","IOS"
"36437","2020-05-20",5,21,2917,14197,5,"STRONG_POSITIVE","ANDROID"
"36438","2020-03-24",3,12,2917,32187,4,"WEAK_POSITIVE","IOS"
"36439","2020-03-08",3,10,2917,28379,4,"WEAK_POSITIVE","ANDROID"
"36440","2020-03-08",3,10,2917,28379,5,"STRONG_POSITIVE","ANDROID"
"36441","2020-04-15",4,16,2917,26201,5,"STRONG_POSITIVE","IOS"
"36442","2020-04-20",4,16,2917,29452,4,"WEAK_POSITIVE","ANDROID"
"36443","2020-05-07",5,19,2917,11118,4,"WEAK_POSITIVE","IOS"
"36444","2020-02-19",2,8,2917,14113,4,"WEAK_POSITIVE","IOS"
"36445","2020-02-28",2,9,2917,19969,5,"STRONG_POSITIVE","ANDROID"
"36446","2020-01-01",1,1,2917,19969,5,"STRONG_POSITIVE","ANDROID"
"36447","2020-02-05",2,6,2917,5636,5,"STRONG_POSITIVE","IOS"
"36448","2020-03-03",3,9,2917,19969,5,"STRONG_POSITIVE","ANDROID"
"36449","2020-05-21",5,21,2918,39892,5,"STRONG_POSITIVE","ANDROID"
"36450","2020-05-20",5,21,2918,39514,5,"STRONG_POSITIVE","IOS"
"36451","2020-05-20",5,21,2918,12701,5,"STRONG_POSITIVE","IOS"
"36452","2020-03-20",3,12,2918,10083,5,"STRONG_POSITIVE","ANDROID"
"36453","2020-01-09",1,2,2918,23492,4,"WEAK_POSITIVE","ANDROID"
"36454","2020-04-23",4,17,2918,39892,5,"STRONG_POSITIVE","ANDROID"
"36455","2020-04-26",4,17,2918,39514,5,"STRONG_POSITIVE","IOS"
"36456","2020-03-22",3,12,2918,10083,5,"STRONG_POSITIVE","ANDROID"
"36457","2020-02-17",2,7,2918,21674,5,"STRONG_POSITIVE","WEB"
"36458","2020-02-09",2,6,2918,44278,3,"NEUTRAL","ANDROID"
"36459","2020-03-12",3,11,2919,31698,5,"STRONG_POSITIVE","IOS"
"36460","2020-04-10",4,15,2919,25362,4,"WEAK_POSITIVE","IOS"
"36461","2020-03-17",3,11,2919,40829,5,"STRONG_POSITIVE","ANDROID"
"36462","2020-02-05",2,6,2919,39214,4,"WEAK_POSITIVE","IOS"
"36463","2020-01-22",1,4,2919,31459,5,"STRONG_POSITIVE","IOS"
"36464","2020-03-17",3,11,2920,31636,4,"WEAK_POSITIVE","ANDROID"
"36465","2020-03-10",3,10,2920,28390,4,"WEAK_POSITIVE","ANDROID"
"36466","2020-04-17",4,16,2920,26667,2,"WEAK_NEGATIVE","ANDROID"
"36467","2020-01-09",1,2,2920,29161,4,"WEAK_POSITIVE","IOS"
"36468","2020-02-15",2,7,2920,35141,5,"STRONG_POSITIVE","ANDROID"
"36469","2020-05-28",5,22,2921,19868,5,"STRONG_POSITIVE","IOS"
"36470","2020-05-24",5,21,2921,45546,5,"STRONG_POSITIVE","IOS"
"36471","2020-05-30",5,22,2921,40390,5,"STRONG_POSITIVE","ANDROID"
"36472","2020-02-23",2,8,2921,27572,5,"STRONG_POSITIVE","IOS"
"36473","2020-05-29",5,22,2921,46251,5,"STRONG_POSITIVE","ANDROID"
"36474","2020-03-08",3,10,2921,17482,4,"WEAK_POSITIVE","IOS"
"36475","2020-05-28",5,22,2921,46224,5,"STRONG_POSITIVE","IOS"
"36476","2020-02-17",2,7,2921,42873,5,"STRONG_POSITIVE","IOS"
"36477","2020-05-27",5,22,2921,23171,5,"STRONG_POSITIVE","ANDROID"
"36478","2020-02-27",2,9,2921,9048,1,"STRONG_NEGATIVE","IOS"
"36479","2020-05-23",5,21,2921,9685,5,"STRONG_POSITIVE","IOS"
"36480","2020-02-28",2,9,2921,42220,1,"STRONG_NEGATIVE","IOS"
"36481","2020-03-27",3,13,2922,21137,4,"WEAK_POSITIVE","ANDROID"
"36482","2020-02-28",2,9,2923,13265,4,"WEAK_POSITIVE","IOS"
"36483","2020-01-29",1,5,2923,12292,5,"STRONG_POSITIVE","ANDROID"
"36484","2020-05-18",5,20,2924,13106,5,"STRONG_POSITIVE","IOS"
"36485","2020-05-05",5,18,2925,22353,5,"STRONG_POSITIVE","IOS"
"36486","2020-04-25",4,17,2925,27200,5,"STRONG_POSITIVE","IOS"
"36487","2020-05-25",5,21,2925,21188,5,"STRONG_POSITIVE","ANDROID"
"36488","2020-01-24",1,4,2925,37175,3,"NEUTRAL","IOS"
"36489","2020-01-21",1,3,2925,46196,2,"WEAK_NEGATIVE","ANDROID"
"36490","2020-01-24",1,4,2925,10536,4,"WEAK_POSITIVE","IOS"
"36491","2020-01-29",1,5,2925,44620,5,"STRONG_POSITIVE","IOS"
"36492","2020-01-13",1,2,2925,32005,5,"STRONG_POSITIVE","IOS"
"36493","2020-01-26",1,4,2925,7580,5,"STRONG_POSITIVE","IOS"
"36494","2020-04-27",4,17,2925,5701,5,"STRONG_POSITIVE","IOS"
"36495","2020-04-24",4,17,2925,45493,5,"STRONG_POSITIVE","IOS"
"36496","2020-05-26",5,21,2925,3040,5,"STRONG_POSITIVE","IOS"
"36497","2020-02-14",2,7,2926,39999,5,"STRONG_POSITIVE","IOS"
"36498","2020-02-24",2,8,2926,39999,5,"STRONG_POSITIVE","IOS"
"36499","2020-01-06",1,1,2926,39999,5,"STRONG_POSITIVE","IOS"
"36500","2020-01-28",1,4,2926,14776,5,"STRONG_POSITIVE","IOS"
