"","time","time_month","time_week","car","renter","score_numeric","score","source"
"358","2020-04-18",4,16,23,38292,4,"WEAK_POSITIVE","IOS"
"359","2020-05-08",5,19,23,17517,5,"STRONG_POSITIVE","WEB"
"360","2020-03-07",3,10,23,8609,4,"WEAK_POSITIVE","ANDROID"
"361","2020-02-02",2,5,23,43742,5,"STRONG_POSITIVE","IOS"
"362","2020-04-04",4,14,23,1225,5,"STRONG_POSITIVE","IOS"
"363","2020-05-17",5,20,23,3376,5,"STRONG_POSITIVE","IOS"
"364","2020-02-06",2,6,23,24406,5,"STRONG_POSITIVE","IOS"
"365","2020-02-18",2,7,23,23513,3,"NEUTRAL","IOS"
"366","2020-04-10",4,15,23,17517,5,"STRONG_POSITIVE","WEB"
"367","2020-02-20",2,8,23,48483,5,"STRONG_POSITIVE","IOS"
"368","2020-05-12",5,19,23,10032,5,"STRONG_POSITIVE","IOS"
"369","2020-03-28",3,13,23,21739,5,"STRONG_POSITIVE","IOS"
"370","2020-01-20",1,3,23,18276,2,"WEAK_NEGATIVE","IOS"
"371","2020-03-01",3,9,23,11060,5,"STRONG_POSITIVE","IOS"
"372","2020-02-10",2,6,23,11060,5,"STRONG_POSITIVE","IOS"
"373","2020-03-11",3,11,23,24406,5,"STRONG_POSITIVE","IOS"
"374","2020-05-11",5,19,23,11780,4,"WEAK_POSITIVE","IOS"
"375","2020-04-11",4,15,23,38292,5,"STRONG_POSITIVE","IOS"
"376","2020-01-18",1,3,23,11060,5,"STRONG_POSITIVE","IOS"
"377","2020-05-24",5,21,23,10197,5,"STRONG_POSITIVE","IOS"
"378","2020-05-10",5,19,23,28844,5,"STRONG_POSITIVE","IOS"
"379","2020-02-11",2,6,23,39811,4,"WEAK_POSITIVE","IOS"
"380","2020-05-27",5,22,23,11780,5,"STRONG_POSITIVE","IOS"
"381","2020-05-11",5,19,23,33034,4,"WEAK_POSITIVE","IOS"
"382","2020-01-14",1,2,23,696,5,"STRONG_POSITIVE","IOS"
"383","2020-01-04",1,1,23,24406,5,"STRONG_POSITIVE","IOS"
"384","2020-01-10",1,2,23,8609,4,"WEAK_POSITIVE","ANDROID"
"385","2020-01-28",1,4,23,17517,5,"STRONG_POSITIVE","WEB"
"386","2020-02-11",2,6,23,10290,5,"STRONG_POSITIVE","IOS"
"387","2020-03-23",3,12,23,735,5,"STRONG_POSITIVE","IOS"
"388","2020-02-25",2,8,23,11780,5,"STRONG_POSITIVE","IOS"
"389","2020-03-26",3,13,23,6415,5,"STRONG_POSITIVE","IOS"
"390","2020-04-25",4,17,23,38292,5,"STRONG_POSITIVE","IOS"
"391","2020-04-03",4,14,23,1225,5,"STRONG_POSITIVE","IOS"
"392","2020-05-28",5,22,23,6932,5,"STRONG_POSITIVE","ANDROID"
"393","2020-03-27",3,13,23,17517,5,"STRONG_POSITIVE","WEB"
"394","2020-04-30",4,18,23,11780,5,"STRONG_POSITIVE","IOS"
"395","2020-01-19",1,3,23,32018,5,"STRONG_POSITIVE","IOS"
"396","2020-05-28",5,22,23,9737,4,"WEAK_POSITIVE","IOS"
"397","2020-03-20",3,12,23,33358,5,"STRONG_POSITIVE","ANDROID"
"398","2020-01-19",1,3,23,11780,5,"STRONG_POSITIVE","IOS"
"399","2020-01-07",1,1,23,1225,5,"STRONG_POSITIVE","IOS"
"400","2020-02-05",2,6,23,11780,5,"STRONG_POSITIVE","IOS"
"401","2020-01-08",1,2,24,33431,5,"STRONG_POSITIVE","IOS"
"402","2020-01-12",1,2,24,11276,4,"WEAK_POSITIVE","IOS"
"403","2020-01-12",1,2,24,30144,5,"STRONG_POSITIVE","IOS"
"404","2020-03-01",3,9,24,3946,3,"NEUTRAL","IOS"
"405","2020-03-02",3,9,24,4760,5,"STRONG_POSITIVE","ANDROID"
"406","2020-02-05",2,6,24,10088,5,"STRONG_POSITIVE","ANDROID"
"407","2020-02-16",2,7,24,7263,4,"WEAK_POSITIVE","IOS"
"408","2020-02-18",2,7,24,11502,4,"WEAK_POSITIVE","IOS"
"409","2020-01-14",1,2,24,13290,5,"STRONG_POSITIVE","IOS"
"410","2020-05-23",5,21,25,19077,5,"STRONG_POSITIVE","IOS"
"411","2020-05-19",5,20,25,1038,1,"STRONG_NEGATIVE","ANDROID"
"412","2020-05-24",5,21,25,9783,4,"WEAK_POSITIVE","IOS"
"413","2020-05-17",5,20,25,2211,4,"WEAK_POSITIVE","IOS"
"414","2020-01-02",1,1,25,19195,4,"WEAK_POSITIVE","IOS"
"415","2020-03-15",3,11,25,18241,3,"NEUTRAL","ANDROID"
"416","2020-05-28",5,22,25,25544,4,"WEAK_POSITIVE","IOS"
"417","2020-01-05",1,1,25,1525,5,"STRONG_POSITIVE","IOS"
"418","2020-01-05",1,1,25,2,3,"NEUTRAL","IOS"
"419","2020-05-03",5,18,25,10939,4,"WEAK_POSITIVE","IOS"
"420","2020-03-21",3,12,25,10939,5,"STRONG_POSITIVE","IOS"
"421","2020-01-02",1,1,26,1471,4,"WEAK_POSITIVE","IOS"
"422","2020-01-22",1,4,27,8983,5,"STRONG_POSITIVE","IOS"
"423","2020-02-27",2,9,27,2195,3,"NEUTRAL","IOS"
"424","2020-02-17",2,7,27,2714,5,"STRONG_POSITIVE",""
"425","2020-05-04",5,18,27,14406,5,"STRONG_POSITIVE","WEB"
"426","2020-03-08",3,10,27,4686,5,"STRONG_POSITIVE","IOS"
"427","2020-02-17",2,7,27,45629,4,"WEAK_POSITIVE","IOS"
"428","2020-04-05",4,14,27,47149,3,"NEUTRAL","IOS"
"429","2020-01-16",1,3,27,48871,4,"WEAK_POSITIVE","IOS"
"430","2020-01-01",1,1,27,2823,4,"WEAK_POSITIVE","IOS"
"431","2020-02-22",2,8,27,3599,5,"STRONG_POSITIVE","WEB"
"432","2020-01-31",1,5,27,7806,5,"STRONG_POSITIVE","WEB"
"433","2020-03-22",3,12,27,8039,5,"STRONG_POSITIVE","IOS"
"434","2020-02-28",2,9,27,7506,5,"STRONG_POSITIVE","IOS"
"435","2020-03-05",3,10,27,2705,3,"NEUTRAL","IOS"
"436","2020-02-24",2,8,27,5897,4,"WEAK_POSITIVE","IOS"
"437","2020-03-18",3,12,27,7447,5,"STRONG_POSITIVE","IOS"
"438","2020-02-05",2,6,27,10487,5,"STRONG_POSITIVE","IOS"
"439","2020-01-21",1,3,27,5897,4,"WEAK_POSITIVE","IOS"
"440","2020-01-17",1,3,27,33258,4,"WEAK_POSITIVE","ANDROID"
"441","2020-02-29",2,9,27,7447,5,"STRONG_POSITIVE","IOS"
"442","2020-05-01",5,18,27,6074,5,"STRONG_POSITIVE","IOS"
"443","2020-02-13",2,7,27,8039,5,"STRONG_POSITIVE","WEB"
"444","2020-01-19",1,3,27,46970,5,"STRONG_POSITIVE","IOS"
"445","2020-01-26",1,4,27,2535,5,"STRONG_POSITIVE","IOS"
"446","2020-02-08",2,6,27,35502,4,"WEAK_POSITIVE","IOS"
"447","2020-01-02",1,1,27,11894,4,"WEAK_POSITIVE","IOS"
"448","2020-05-03",5,18,27,1958,5,"STRONG_POSITIVE","IOS"
"449","2020-01-05",1,1,27,2535,5,"STRONG_POSITIVE","IOS"
"450","2020-01-04",1,1,27,25934,5,"STRONG_POSITIVE","IOS"
"451","2020-01-20",1,3,27,11026,4,"WEAK_POSITIVE","ANDROID"
"452","2020-01-12",1,2,27,2535,5,"STRONG_POSITIVE","IOS"
"453","2020-01-19",1,3,29,27818,5,"STRONG_POSITIVE","IOS"
"454","2020-03-10",3,10,29,44001,5,"STRONG_POSITIVE","WEB"
"455","2020-02-09",2,6,29,16945,5,"STRONG_POSITIVE","IOS"
"456","2020-03-08",3,10,29,35447,5,"STRONG_POSITIVE","IOS"
"457","2020-01-02",1,1,29,431,5,"STRONG_POSITIVE","IOS"
"458","2020-02-17",2,7,29,15648,5,"STRONG_POSITIVE","ANDROID"
"459","2020-02-12",2,7,30,33746,5,"STRONG_POSITIVE","ANDROID"
"460","2020-05-11",5,19,30,13008,1,"STRONG_NEGATIVE","ANDROID"
"461","2020-04-19",4,16,30,9759,5,"STRONG_POSITIVE","IOS"
"462","2020-05-28",5,22,30,11392,5,"STRONG_POSITIVE","IOS"
"463","2020-01-13",1,2,30,606,4,"WEAK_POSITIVE","IOS"
"464","2020-01-05",1,1,30,14135,5,"STRONG_POSITIVE","IOS"
"465","2020-03-13",3,11,30,2474,5,"STRONG_POSITIVE","IOS"
"466","2020-01-20",1,3,30,33746,5,"STRONG_POSITIVE","ANDROID"
"467","2020-05-03",5,18,30,39587,5,"STRONG_POSITIVE","ANDROID"
"468","2020-05-09",5,19,30,9759,5,"STRONG_POSITIVE","IOS"
"469","2020-01-07",1,1,30,14135,5,"STRONG_POSITIVE","IOS"
"470","2020-01-22",1,4,30,33746,5,"STRONG_POSITIVE","ANDROID"
"471","2020-01-05",1,1,30,41699,5,"STRONG_POSITIVE","IOS"
"472","2020-01-14",1,2,30,14135,5,"STRONG_POSITIVE","IOS"
"473","2020-02-06",2,6,30,46874,2,"WEAK_NEGATIVE","ANDROID"
"474","2020-02-06",2,6,30,33746,5,"STRONG_POSITIVE","WEB"
"475","2020-03-14",3,11,30,4494,5,"STRONG_POSITIVE","IOS"
"476","2020-03-02",3,9,30,30707,5,"STRONG_POSITIVE","WEB"
"477","2020-01-21",1,3,30,18294,5,"STRONG_POSITIVE","IOS"
"478","2020-04-06",4,14,30,35795,5,"STRONG_POSITIVE","IOS"
"479","2020-02-02",2,5,30,16941,5,"STRONG_POSITIVE","IOS"
"480","2020-01-09",1,2,30,14135,5,"STRONG_POSITIVE","IOS"
"481","2020-05-03",5,18,30,9759,5,"STRONG_POSITIVE","IOS"
"482","2020-02-13",2,7,30,16984,5,"STRONG_POSITIVE","ANDROID"
"483","2020-01-12",1,2,30,36737,5,"STRONG_POSITIVE","IOS"
"484","2020-02-20",2,8,30,11023,5,"STRONG_POSITIVE","IOS"
"485","2020-05-20",5,21,31,11495,5,"STRONG_POSITIVE","ANDROID"
"486","2020-01-20",1,3,32,47362,5,"STRONG_POSITIVE","IOS"
"487","2020-02-14",2,7,32,38321,5,"STRONG_POSITIVE","IOS"
"488","2020-02-20",2,8,32,12028,4,"WEAK_POSITIVE","IOS"
"489","2020-03-01",3,9,32,29184,4,"WEAK_POSITIVE","IOS"
"490","2020-02-29",2,9,32,4646,1,"STRONG_NEGATIVE","IOS"
"491","2020-02-26",2,9,32,32389,4,"WEAK_POSITIVE","IOS"
"492","2020-01-25",1,4,32,39903,2,"WEAK_NEGATIVE","IOS"
"493","2020-01-26",1,4,32,6087,4,"WEAK_POSITIVE","IOS"
"494","2020-01-27",1,4,32,20618,5,"STRONG_POSITIVE","ANDROID"
"495","2020-02-27",2,9,32,36270,5,"STRONG_POSITIVE","IOS"
"496","2020-02-21",2,8,32,8262,5,"STRONG_POSITIVE","ANDROID"
"497","2020-02-26",2,9,32,8529,5,"STRONG_POSITIVE","IOS"
"498","2020-02-17",2,7,32,34553,5,"STRONG_POSITIVE","IOS"
"499","2020-02-12",2,7,32,1472,5,"STRONG_POSITIVE","IOS"
"500","2020-01-24",1,4,32,20908,5,"STRONG_POSITIVE","IOS"
"501","2020-02-12",2,7,32,5539,5,"STRONG_POSITIVE","IOS"
"502","2020-01-25",1,4,32,45106,5,"STRONG_POSITIVE","IOS"
"503","2020-02-27",2,9,32,23856,5,"STRONG_POSITIVE","ANDROID"
"504","2020-02-21",2,8,32,32389,5,"STRONG_POSITIVE","IOS"
"505","2020-02-02",2,5,32,37287,3,"NEUTRAL","IOS"
"506","2020-02-15",2,7,32,40314,5,"STRONG_POSITIVE","IOS"
"507","2020-01-26",1,4,32,502,5,"STRONG_POSITIVE","IOS"
"508","2020-01-20",1,3,32,6286,4,"WEAK_POSITIVE","IOS"
"509","2020-02-02",2,5,32,28972,4,"WEAK_POSITIVE","IOS"
"510","2020-01-26",1,4,33,7241,4,"WEAK_POSITIVE","IOS"
"511","2020-01-21",1,3,33,36827,3,"NEUTRAL","IOS"
"512","2020-02-01",2,5,33,28111,5,"STRONG_POSITIVE","IOS"
"513","2020-02-08",2,6,33,45778,5,"STRONG_POSITIVE","IOS"
"514","2020-02-17",2,7,33,19967,5,"STRONG_POSITIVE","IOS"
"515","2020-02-08",2,6,33,23628,4,"WEAK_POSITIVE","IOS"
"516","2020-02-01",2,5,33,9423,4,"WEAK_POSITIVE","ANDROID"
"517","2020-01-07",1,1,33,3726,5,"STRONG_POSITIVE","WEB"
"518","2020-01-28",1,4,33,48511,5,"STRONG_POSITIVE","IOS"
"519","2020-02-09",2,6,33,35724,4,"WEAK_POSITIVE","IOS"
"520","2020-01-04",1,1,33,6544,5,"STRONG_POSITIVE","IOS"
"521","2020-02-08",2,6,33,3874,5,"STRONG_POSITIVE","IOS"
"522","2020-03-01",3,9,33,9996,5,"STRONG_POSITIVE","IOS"
"523","2020-01-12",1,2,34,7602,3,"NEUTRAL","IOS"
"524","2020-02-29",2,9,34,39180,3,"NEUTRAL","IOS"
"525","2020-02-27",2,9,34,2742,5,"STRONG_POSITIVE","IOS"
"526","2020-01-25",1,4,34,41629,4,"WEAK_POSITIVE","IOS"
"527","2020-01-06",1,1,34,41629,1,"STRONG_NEGATIVE","IOS"
"528","2020-01-27",1,4,34,2554,3,"NEUTRAL","IOS"
"529","2020-02-16",2,7,34,7602,4,"WEAK_POSITIVE","IOS"
"530","2020-01-30",1,5,34,5969,5,"STRONG_POSITIVE","IOS"
"531","2020-02-13",2,7,34,2742,5,"STRONG_POSITIVE","IOS"
"532","2020-02-01",2,5,34,2207,5,"STRONG_POSITIVE","IOS"
"533","2020-01-18",1,3,34,2381,4,"WEAK_POSITIVE","IOS"
"534","2020-01-21",1,3,34,7602,3,"NEUTRAL","IOS"
"535","2020-03-06",3,10,34,37612,4,"WEAK_POSITIVE","ANDROID"
"536","2020-02-12",2,7,34,6160,5,"STRONG_POSITIVE","ANDROID"
"537","2020-03-10",3,10,34,7602,3,"NEUTRAL","IOS"
"538","2020-02-02",2,5,34,4963,3,"NEUTRAL","IOS"
"539","2020-03-11",3,11,34,3993,4,"WEAK_POSITIVE","IOS"
"540","2020-01-19",1,3,34,41992,4,"WEAK_POSITIVE","ANDROID"
"541","2020-03-14",3,11,34,1908,5,"STRONG_POSITIVE","IOS"
"542","2020-01-22",1,4,34,46991,1,"STRONG_NEGATIVE","IOS"
"543","2020-01-18",1,3,34,5969,5,"STRONG_POSITIVE","WEB"
"544","2020-01-01",1,1,34,7602,3,"NEUTRAL","IOS"
"545","2020-02-01",2,5,34,31246,5,"STRONG_POSITIVE","IOS"
"546","2020-02-29",2,9,34,1440,5,"STRONG_POSITIVE","ANDROID"
"547","2020-03-16",3,11,35,47028,5,"STRONG_POSITIVE","IOS"
"548","2020-03-03",3,9,35,2855,5,"STRONG_POSITIVE","IOS"
"549","2020-03-28",3,13,35,4793,5,"STRONG_POSITIVE","IOS"
"550","2020-03-20",3,12,35,9571,5,"STRONG_POSITIVE","IOS"
"551","2020-03-11",3,11,35,2855,5,"STRONG_POSITIVE","IOS"
"552","2020-05-13",5,20,35,44900,3,"NEUTRAL","IOS"
"553","2020-01-04",1,1,35,8059,5,"STRONG_POSITIVE","IOS"
"554","2020-03-15",3,11,35,31558,5,"STRONG_POSITIVE","IOS"
"555","2020-05-13",5,20,35,12226,1,"STRONG_NEGATIVE","ANDROID"
"556","2020-02-27",2,9,35,3709,5,"STRONG_POSITIVE","IOS"
"557","2020-03-06",3,10,35,33699,5,"STRONG_POSITIVE","IOS"
"558","2020-03-13",3,11,35,32692,5,"STRONG_POSITIVE","IOS"
"559","2020-01-09",1,2,36,17795,5,"STRONG_POSITIVE","IOS"
"560","2020-01-12",1,2,36,39529,5,"STRONG_POSITIVE","IOS"
"561","2020-01-07",1,1,36,2547,5,"STRONG_POSITIVE","IOS"
"562","2020-02-24",2,8,36,145,5,"STRONG_POSITIVE","IOS"
"563","2020-02-14",2,7,36,8405,5,"STRONG_POSITIVE","IOS"
"564","2020-02-19",2,8,36,9879,5,"STRONG_POSITIVE","ANDROID"
"565","2020-01-05",1,1,36,2603,5,"STRONG_POSITIVE","IOS"
"566","2020-02-02",2,5,36,10743,4,"WEAK_POSITIVE","IOS"
"567","2020-01-21",1,3,36,9091,5,"STRONG_POSITIVE","ANDROID"
"568","2020-02-27",2,9,36,39049,5,"STRONG_POSITIVE","IOS"
"569","2020-03-02",3,9,36,39049,5,"STRONG_POSITIVE","IOS"
"570","2020-01-28",1,4,36,34202,5,"STRONG_POSITIVE","IOS"
"571","2020-03-02",3,9,36,22262,5,"STRONG_POSITIVE","ANDROID"
"572","2020-03-08",3,10,36,9879,5,"STRONG_POSITIVE","ANDROID"
"573","2020-01-23",1,4,37,42634,4,"WEAK_POSITIVE","IOS"
"574","2020-02-17",2,7,37,3888,5,"STRONG_POSITIVE","IOS"
"575","2020-05-24",5,21,37,8150,4,"WEAK_POSITIVE","IOS"
"576","2020-01-20",1,3,37,2354,5,"STRONG_POSITIVE","ANDROID"
"577","2020-03-03",3,9,37,30048,5,"STRONG_POSITIVE","IOS"
"578","2020-02-03",2,5,37,37415,5,"STRONG_POSITIVE","ANDROID"
"579","2020-05-23",5,21,37,9292,5,"STRONG_POSITIVE","ANDROID"
"580","2020-01-05",1,1,37,19473,5,"STRONG_POSITIVE","IOS"
"581","2020-04-26",4,17,37,2504,5,"STRONG_POSITIVE","IOS"
"582","2020-04-20",4,16,37,1921,5,"STRONG_POSITIVE","IOS"
"583","2020-02-08",2,6,37,2784,5,"STRONG_POSITIVE","IOS"
"584","2020-02-15",2,7,37,22851,2,"WEAK_NEGATIVE","IOS"
"585","2020-04-24",4,17,37,9265,5,"STRONG_POSITIVE","WEB"
"586","2020-01-02",1,1,37,20933,5,"STRONG_POSITIVE","IOS"
"587","2020-05-31",5,22,37,7686,5,"STRONG_POSITIVE","IOS"
"588","2020-03-09",3,10,37,21230,5,"STRONG_POSITIVE","ANDROID"
"589","2020-05-04",5,18,37,4691,5,"STRONG_POSITIVE","IOS"
"590","2020-02-18",2,7,37,8171,5,"STRONG_POSITIVE","IOS"
"591","2020-05-06",5,19,37,46926,5,"STRONG_POSITIVE","IOS"
"592","2020-05-25",5,21,37,6971,5,"STRONG_POSITIVE","IOS"
"593","2020-05-26",5,21,37,45878,5,"STRONG_POSITIVE","IOS"
"594","2020-03-16",3,11,37,2339,5,"STRONG_POSITIVE","ANDROID"
"595","2020-01-03",1,1,37,2354,5,"STRONG_POSITIVE","ANDROID"
"596","2020-01-01",1,1,37,36480,5,"STRONG_POSITIVE","WEB"
"597","2020-05-02",5,18,37,10255,5,"STRONG_POSITIVE","IOS"
"598","2020-02-08",2,6,37,24639,5,"STRONG_POSITIVE","IOS"
"599","2020-02-10",2,6,37,10229,5,"STRONG_POSITIVE","ANDROID"
"600","2020-05-18",5,20,37,48915,5,"STRONG_POSITIVE","IOS"
"601","2020-01-06",1,1,37,2614,5,"STRONG_POSITIVE","IOS"
"602","2020-03-21",3,12,37,18241,3,"NEUTRAL","ANDROID"
"603","2020-03-25",3,13,37,34996,5,"STRONG_POSITIVE","IOS"
"604","2020-05-01",5,18,37,6318,5,"STRONG_POSITIVE","IOS"
"605","2020-05-02",5,18,37,32897,5,"STRONG_POSITIVE","IOS"
"606","2020-02-02",2,5,37,2610,5,"STRONG_POSITIVE","IOS"
"607","2020-03-09",3,10,37,45971,5,"STRONG_POSITIVE","IOS"
"608","2020-05-19",5,20,37,38592,5,"STRONG_POSITIVE","IOS"
"609","2020-01-27",1,4,37,19654,5,"STRONG_POSITIVE","IOS"
"610","2020-03-02",3,9,37,17153,5,"STRONG_POSITIVE","ANDROID"
"611","2020-03-18",3,12,37,41501,5,"STRONG_POSITIVE","IOS"
"612","2020-03-29",3,13,37,2221,5,"STRONG_POSITIVE","ANDROID"
"613","2020-02-09",2,6,38,33298,5,"STRONG_POSITIVE","IOS"
"614","2020-02-16",2,7,38,15704,4,"WEAK_POSITIVE","IOS"
"615","2020-01-26",1,4,38,5684,5,"STRONG_POSITIVE","IOS"
"616","2020-01-19",1,3,38,6137,5,"STRONG_POSITIVE","IOS"
"617","2020-01-20",1,3,38,32069,4,"WEAK_POSITIVE","IOS"
"618","2020-01-19",1,3,38,286,5,"STRONG_POSITIVE","WEB"
"619","2020-02-17",2,7,38,12550,5,"STRONG_POSITIVE","IOS"
"620","2020-02-03",2,5,38,7083,5,"STRONG_POSITIVE","IOS"
"621","2020-02-23",2,8,38,7083,5,"STRONG_POSITIVE","IOS"
"622","2020-04-29",4,18,39,47695,5,"STRONG_POSITIVE","IOS"
"623","2020-01-09",1,2,39,4124,4,"WEAK_POSITIVE","IOS"
"624","2020-02-18",2,7,39,24726,1,"STRONG_NEGATIVE","ANDROID"
"625","2020-05-03",5,18,39,32977,4,"WEAK_POSITIVE","IOS"
"626","2020-02-25",2,8,39,1318,5,"STRONG_POSITIVE","ANDROID"
"627","2020-04-29",4,18,39,13313,5,"STRONG_POSITIVE","IOS"
"628","2020-01-26",1,4,39,23082,5,"STRONG_POSITIVE","ANDROID"
"629","2020-02-27",2,9,39,1503,3,"NEUTRAL","IOS"
"630","2020-05-18",5,20,39,3579,2,"WEAK_NEGATIVE","ANDROID"
"631","2020-01-23",1,4,39,27836,5,"STRONG_POSITIVE","IOS"
"632","2020-05-26",5,21,39,25465,4,"WEAK_POSITIVE","IOS"
"633","2020-02-03",2,5,39,13238,5,"STRONG_POSITIVE","IOS"
"634","2020-01-27",1,4,39,606,5,"STRONG_POSITIVE","IOS"
"635","2020-02-27",2,9,39,14673,5,"STRONG_POSITIVE","ANDROID"
"636","2020-05-23",5,21,39,14673,5,"STRONG_POSITIVE","ANDROID"
"637","2020-02-13",2,7,39,1318,5,"STRONG_POSITIVE","ANDROID"
"638","2020-05-29",5,22,39,46991,5,"STRONG_POSITIVE","IOS"
"639","2020-02-01",2,5,39,14673,5,"STRONG_POSITIVE","ANDROID"
"640","2020-01-28",1,4,39,8560,5,"STRONG_POSITIVE","IOS"
"641","2020-01-06",1,1,39,24580,1,"STRONG_NEGATIVE","ANDROID"
"642","2020-05-24",5,21,39,15629,5,"STRONG_POSITIVE","IOS"
"643","2020-03-05",3,10,39,1318,5,"STRONG_POSITIVE","ANDROID"
"644","2020-05-01",5,18,39,13313,5,"STRONG_POSITIVE","IOS"
"645","2020-01-03",1,1,39,1164,4,"WEAK_POSITIVE","WEB"
"646","2020-01-03",1,1,39,37150,2,"WEAK_NEGATIVE","ANDROID"
"647","2020-02-19",2,8,39,35960,5,"STRONG_POSITIVE","IOS"
"648","2020-05-29",5,22,39,26833,2,"WEAK_NEGATIVE","IOS"
"649","2020-02-16",2,7,40,8782,5,"STRONG_POSITIVE","IOS"
"650","2020-01-20",1,3,40,47579,5,"STRONG_POSITIVE","IOS"
"651","2020-03-08",3,10,40,46536,5,"STRONG_POSITIVE","ANDROID"
"652","2020-02-16",2,7,40,8401,5,"STRONG_POSITIVE","IOS"
"653","2020-02-01",2,5,40,1644,5,"STRONG_POSITIVE","ANDROID"
"654","2020-01-18",1,3,40,13830,5,"STRONG_POSITIVE","IOS"
"655","2020-01-09",1,2,40,20996,5,"STRONG_POSITIVE","IOS"
"656","2020-01-05",1,1,40,27259,5,"STRONG_POSITIVE","IOS"
"657","2020-04-05",4,14,40,32015,5,"STRONG_POSITIVE","IOS"
"658","2020-05-01",5,18,41,5320,5,"STRONG_POSITIVE","IOS"
"659","2020-05-10",5,19,41,6022,5,"STRONG_POSITIVE","IOS"
"660","2020-02-13",2,7,41,12028,5,"STRONG_POSITIVE","IOS"
"661","2020-01-14",1,2,41,19441,5,"STRONG_POSITIVE","IOS"
"662","2020-02-10",2,6,41,16064,5,"STRONG_POSITIVE","IOS"
"663","2020-05-23",5,21,41,4958,4,"WEAK_POSITIVE","WEB"
"664","2020-03-11",3,11,41,6627,5,"STRONG_POSITIVE","IOS"
"665","2020-02-14",2,7,41,29712,5,"STRONG_POSITIVE","IOS"
"666","2020-05-27",5,22,41,1814,5,"STRONG_POSITIVE","WEB"
"667","2020-02-08",2,6,41,35794,4,"WEAK_POSITIVE","ANDROID"
"668","2020-03-21",3,12,41,8095,3,"NEUTRAL","IOS"
"669","2020-03-20",3,12,41,8095,3,"NEUTRAL","IOS"
"670","2020-02-21",2,8,41,23,5,"STRONG_POSITIVE","IOS"
"671","2020-01-21",1,3,41,1376,5,"STRONG_POSITIVE","IOS"
"672","2020-03-02",3,9,41,10052,5,"STRONG_POSITIVE","IOS"
"673","2020-04-07",4,14,41,21661,5,"STRONG_POSITIVE","IOS"
"674","2020-03-19",3,12,41,12239,5,"STRONG_POSITIVE","IOS"
"675","2020-02-27",2,9,41,29226,5,"STRONG_POSITIVE","IOS"
"676","2020-02-16",2,7,41,3554,4,"WEAK_POSITIVE","WEB"
"677","2020-03-08",3,10,41,22309,4,"WEAK_POSITIVE","IOS"
"678","2020-05-06",5,19,41,2960,5,"STRONG_POSITIVE","IOS"
"679","2020-05-02",5,18,41,10581,5,"STRONG_POSITIVE","IOS"
"680","2020-02-06",2,6,41,34906,5,"STRONG_POSITIVE","IOS"
"681","2020-03-12",3,11,41,32389,5,"STRONG_POSITIVE","IOS"
"682","2020-03-09",3,10,41,10282,2,"WEAK_NEGATIVE","IOS"
"683","2020-01-22",1,4,41,27156,5,"STRONG_POSITIVE","IOS"
"684","2020-05-17",5,20,41,46051,5,"STRONG_POSITIVE","IOS"
"685","2020-01-16",1,3,41,20908,5,"STRONG_POSITIVE","WEB"
"686","2020-05-24",5,21,41,2744,2,"WEAK_NEGATIVE","ANDROID"
"687","2020-05-27",5,22,41,4521,1,"STRONG_NEGATIVE","IOS"
"688","2020-01-24",1,4,41,11069,4,"WEAK_POSITIVE","IOS"
"689","2020-02-20",2,8,41,4128,5,"STRONG_POSITIVE","IOS"
"690","2020-05-15",5,20,41,2837,5,"STRONG_POSITIVE","ANDROID"
"691","2020-04-06",4,14,41,9648,5,"STRONG_POSITIVE","ANDROID"
"692","2020-02-23",2,8,41,8015,2,"WEAK_NEGATIVE","IOS"
"693","2020-02-22",2,8,41,17489,5,"STRONG_POSITIVE","IOS"
"694","2020-04-25",4,17,41,3273,5,"STRONG_POSITIVE","IOS"
"695","2020-05-19",5,20,41,2837,5,"STRONG_POSITIVE","ANDROID"
"696","2020-03-13",3,11,41,18241,5,"STRONG_POSITIVE","ANDROID"
"697","2020-01-01",1,1,41,10052,5,"STRONG_POSITIVE","IOS"
"698","2020-02-08",2,6,41,8095,4,"WEAK_POSITIVE","IOS"
"699","2020-01-31",1,5,41,1666,5,"STRONG_POSITIVE","IOS"
"700","2020-05-20",5,21,41,6586,5,"STRONG_POSITIVE","ANDROID"
"701","2020-05-22",5,21,41,6894,5,"STRONG_POSITIVE","ANDROID"
"702","2020-05-25",5,21,41,28856,4,"WEAK_POSITIVE","IOS"
"703","2020-05-20",5,21,42,29069,5,"STRONG_POSITIVE","ANDROID"
"704","2020-04-24",4,17,42,13202,5,"STRONG_POSITIVE","IOS"
"705","2020-05-21",5,21,42,29069,5,"STRONG_POSITIVE","ANDROID"
"706","2020-03-30",3,13,42,13202,5,"STRONG_POSITIVE","IOS"
"707","2020-05-27",5,22,42,29069,5,"STRONG_POSITIVE","ANDROID"
"708","2020-03-27",3,13,43,3788,4,"WEAK_POSITIVE","ANDROID"
"709","2020-03-16",3,11,43,5338,2,"WEAK_NEGATIVE","ANDROID"
"710","2020-01-08",1,2,43,10213,4,"WEAK_POSITIVE","IOS"
"711","2020-02-12",2,7,43,6797,2,"WEAK_NEGATIVE","IOS"
"712","2020-01-07",1,1,43,22321,5,"STRONG_POSITIVE","IOS"
"713","2020-05-19",5,20,43,2456,3,"NEUTRAL","ANDROID"
